"sample_id","Quartz","Kaolinite","Goethite","K-feldspar","Plagioclase","Smectite (ML)","Organic matter","Halloysite","Mica (Tri)","Gibbsite","Ferrihydrite","Illite","Opal","Glass","Pyroxene","Ilmenite","Amphibole","Hematite","Maghemite","Vermiculite","Dickite","Muscovite","Mica (Di)","Magnetite","Calcite","Magnesite","Rutile","Smectite (Di)","Anatase","Olivine","Anhydrite","Apatite","Ankerite","Glauconite","Corundum","Palygorskite","Humic","Bassanite","Dolomite","Gypsum","Cristobalite","Siderite","Background"
"icr038234",2.0971,NA,NA,4.8439,17.3489,31.6543,NA,NA,NA,NA,NA,NA,5.4747,NA,3.3321,3.2406,0.8762,NA,NA,23.5555,NA,NA,NA,1.0206,0.9845,2.4336,NA,NA,NA,1.0897,NA,1.1005,NA,NA,NA,NA,NA,0.9446,NA,NA,NA,NA,0.0032
"icr038235",1.6782,NA,NA,5.51,16.4654,32.5237,NA,NA,NA,NA,NA,NA,5.9041,NA,3.9532,3.5726,NA,NA,2.9913,21.3661,NA,NA,NA,0.787,0.7554,2.2322,NA,NA,NA,NA,NA,1.1571,NA,NA,NA,NA,NA,0.6306,NA,0.4697,NA,NA,0.0032
"icr038305",NA,NA,NA,10.7722,25.676,33.4818,NA,NA,NA,NA,NA,NA,4.2388,NA,3.2237,1.7582,NA,0.5422,NA,12.3438,NA,NA,NA,0.4083,0.8389,1.2882,0.9534,NA,NA,1.631,NA,1.7641,0.3582,NA,NA,NA,NA,0.7205,NA,NA,NA,NA,5e-04
"icr038306",NA,NA,NA,8.7192,25.3275,38.8469,NA,NA,NA,NA,NA,NA,3.4664,NA,4.1249,1.6064,NA,0.6162,NA,11.5702,NA,NA,NA,0.3732,0.9461,1.4388,0.7845,NA,NA,NA,NA,2.1796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-04
"icr041679",47.1607,NA,2.8367,9.9452,6.118,10.06,4.51,NA,5.0317,NA,1.8893,11.487,NA,NA,NA,NA,0.7663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1e-04
"icr041680",39.6118,NA,2.9957,8.5837,5.9656,14.5227,3.8892,NA,NA,NA,2.3108,10.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.907,0.1515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"icr041779",51.1919,NA,2.2856,10.4329,9.2358,8.8919,3.5794,NA,2.7613,NA,1.1462,9.5878,NA,NA,NA,0.8872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1e-04
"icr041780",44.3521,NA,3.3488,9.4272,9.532,10.4775,5.0751,NA,1.5007,NA,1.0342,12.104,NA,NA,NA,0.8109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3379,NA,NA,NA,NA,NA,NA,NA,NA,-2e-04
"icr041898",72.9768,1.7163,NA,NA,1.916,19.9315,NA,NA,2.9286,NA,0.5319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0011
"icr041899",67.2507,7.6909,3.8184,NA,1.4797,2.4045,1.612,NA,4.1527,NA,2.279,9.1222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"icr041987",23.2716,2.1008,NA,6.6473,6.2749,9.0563,13.4857,NA,NA,NA,NA,NA,1.9722,27.6551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.962,NA,NA,NA,0.5739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-04
"icr041988",19.152,2.59,NA,8.346,7.4839,13.0307,14.1299,NA,NA,NA,NA,NA,2.2419,20.4411,NA,NA,1.2686,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3175,10.2069,NA,NA,NA,0.7912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-04
"icr042024",57.15,NA,NA,8.3211,2.2328,4.0767,10.235,4.1478,NA,NA,NA,NA,2.1806,10.1925,NA,0.8261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-04
"icr042025",49.9236,NA,NA,9.3971,2.31,5.0806,11.2707,5.6215,NA,NA,0.8048,NA,2.4709,9.5994,NA,1.0146,NA,NA,NA,NA,NA,NA,1.7472,NA,NA,NA,0.7591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e-04
"icr042062",32.2425,6.482,5.0433,9.1318,3.9526,3.2271,8.5729,8.0668,NA,NA,3.5607,NA,2.0434,NA,NA,1.2172,0.9206,1.2983,NA,NA,1.2652,NA,NA,NA,NA,0.5192,0.8436,11.2364,0.3745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0018
"icr042063",32.3921,5.8092,4.1192,9.0295,3.9432,3.6011,8.0816,13.1799,NA,NA,3.4542,3.1978,4.464,NA,NA,1.158,0.997,1.3571,NA,NA,NA,2.8532,NA,NA,NA,NA,1.2145,NA,0.2994,NA,0.4116,0.4352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002
"icr042078",46.5184,NA,NA,5.3052,6.7683,28.3945,NA,NA,NA,NA,NA,NA,5.8218,NA,NA,0.6108,NA,NA,NA,5.5692,NA,NA,NA,NA,0.4434,NA,0.5694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.001
"icr042079",40.9655,NA,NA,6.2062,5.2988,38.9829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9371,NA,NA,NA,NA,1.6845,NA,0.5557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3713,NA,-0.002
"icr042098",62.6668,NA,NA,4.3889,1.7104,24.8504,NA,NA,NA,NA,NA,NA,2.6337,NA,NA,NA,NA,NA,NA,2.9099,NA,NA,NA,NA,0.3993,NA,0.4416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9e-04
"icr042099",53.7752,NA,NA,4.5189,2.7791,26.9705,NA,NA,NA,NA,NA,NA,4.7933,NA,NA,NA,NA,NA,NA,4.8174,NA,NA,NA,NA,1.2784,0.6261,0.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8e-04
"icr042115",24.1354,7.4639,4.7654,9.2245,3.126,1.5874,10.9791,10.4495,8.3728,NA,2.5051,3.8581,2.3922,NA,NA,0.8867,1.1755,1.3617,2.1991,NA,NA,NA,1.9017,NA,NA,0.7364,0.9224,NA,0.3053,NA,0.5107,0.7506,NA,NA,NA,NA,NA,NA,0.3884,NA,NA,NA,0.0021
"icr042116",22.6951,7.2969,7.0305,8.9955,2.7603,2.7356,5.0879,15.5788,4.6741,NA,2.3367,6.6747,3.7084,NA,NA,0.7549,0.9471,1.6847,3.3462,NA,NA,NA,NA,NA,NA,0.726,1.0173,NA,0.409,NA,1.0811,0.4566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0026
"icr042134",30.9956,4.3794,NA,12.8627,5.377,5.269,14.6893,8.3598,1.1487,NA,2.4133,1.9776,3.6609,NA,NA,1.2837,1.644,1.09,NA,NA,NA,2.5415,NA,NA,NA,NA,1.0114,NA,0.2414,NA,0.4995,0.5536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0018
"icr042135",30.4531,4.6592,2.0108,11.453,5.4461,6.4843,9.5693,11.9824,NA,NA,3.83,2.1071,3.6886,NA,NA,1.0864,1.224,1.1907,NA,NA,NA,2.771,NA,NA,NA,NA,1.3087,NA,0.3215,NA,0.4119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0019
"icr042189",23.7031,2.9158,6.0521,8.3836,3.1647,4.0628,11.2502,13.9484,0.473,NA,7.9574,3.7405,4.5468,NA,NA,1.1239,0.9635,1.907,NA,NA,2.2476,NA,NA,NA,NA,0.6651,1.2806,NA,0.4745,NA,0.7047,0.4318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0032
"icr042190",17.9366,9.9069,6.3485,9.0183,2.8532,5.5505,7.4085,11.7227,NA,NA,3.5043,2.1572,3.7532,NA,NA,1.0225,1.0865,1.8537,1.8579,NA,NA,2.0748,NA,0.4781,NA,0.7878,1.6385,NA,0.302,NA,0.6509,0.8369,0.4025,NA,NA,NA,6.8451,NA,NA,NA,NA,NA,0.0028
"icr042227",42.5829,5.8252,5.6767,7.9124,19.729,7.9994,NA,NA,NA,NA,3.5317,NA,NA,NA,NA,NA,NA,2.2268,NA,NA,NA,NA,4.5158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-04
"icr042228",48.9951,4.6232,6.9471,6.8237,17.0157,7.7379,NA,NA,NA,NA,1.4769,NA,NA,NA,NA,NA,NA,2.0034,NA,NA,1.2226,NA,3.1545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"icr042265",77.552,NA,NA,3.8317,6.3076,4.4404,5.1305,NA,2.3074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"icr042266",63.1513,NA,NA,2.639,3.1341,16.808,3.0099,6.3476,2.1796,NA,NA,NA,2.0647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4076,NA,0.2583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"icr048664",47.0949,2.9765,6.1895,16.6049,6.1661,1.7874,3.9598,3.9043,4.0466,NA,3.3213,3.3008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3437,NA,0.3039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-04
"icr048665",48.9777,2.3448,5.6335,14.2141,4.6047,3.2509,0.239,7.1182,1.2792,NA,3.6404,5.1407,2.2638,NA,NA,NA,NA,0.5976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3007,NA,0.3941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e-04
"icr048837",59.6343,NA,4.422,4.4559,11.7598,3.2499,2.6592,NA,NA,NA,1.6219,5.6217,NA,NA,3.8286,1.63,NA,NA,NA,NA,NA,NA,NA,NA,0.8512,NA,NA,NA,NA,NA,NA,NA,0.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-04
"icr048838",59.0153,NA,4.7348,4.4473,11.8334,2.9922,1.9483,NA,3.6888,NA,0.999,4.3184,NA,NA,3.1972,1.6009,NA,NA,NA,NA,NA,NA,NA,NA,0.8658,NA,NA,NA,NA,NA,NA,NA,0.3582,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-04
"icr050214",83.0719,5.7972,NA,3.5376,2.5824,NA,2.4396,NA,2.4072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-04
"icr050215",72.0711,12.1727,3.3703,3.0432,2.1796,NA,2.4421,NA,4.4735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2e-04
"icr050354",91.0466,NA,NA,4.3929,1.1237,NA,1.6535,NA,NA,NA,1.7833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"icr050355",73.9734,8.5633,2.9834,NA,2.5823,2.3515,3.4474,2.6884,2.1709,NA,1.2395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2e-04
"icr054165",55.311,7.2284,7.8188,1.5329,0.6565,1.4753,6.3874,NA,5.763,NA,0.8625,1.286,NA,NA,1.2299,NA,0.8446,2.0978,NA,NA,NA,6.2843,NA,0.4476,NA,NA,NA,NA,0.2695,NA,NA,0.5031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0015
"icr054166",42.7189,9.2484,8.8079,1.8588,NA,1.1719,6.7597,3.8863,NA,NA,0.7744,4.354,3.0763,NA,NA,NA,1.0347,2.0032,1.8385,NA,NA,10.1987,NA,0.3606,NA,0.6839,NA,NA,0.342,NA,NA,0.5034,NA,NA,NA,NA,NA,NA,0.3764,NA,NA,NA,0.0017
"icr054183",58.9801,8.5714,5.3657,1.6441,NA,1.4118,4.5403,NA,2.0774,NA,1.6041,2.1112,2.0312,NA,NA,NA,1.036,1.869,NA,NA,NA,8.5198,NA,NA,NA,NA,NA,NA,0.237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9e-04
"icr054184",51.3138,11.0746,7.5202,1.0441,NA,0.8131,1.8137,NA,6.4589,NA,1.4678,4.5767,2.3173,NA,NA,NA,NA,1.9651,NA,NA,NA,9.384,NA,NA,NA,NA,NA,NA,0.2496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0012
"icr054201",69.9563,6.6377,3.7942,1.4372,NA,2.0792,3.3428,NA,NA,NA,NA,1.3521,NA,7.5772,NA,NA,NA,NA,NA,NA,NA,3.687,NA,NA,NA,NA,NA,NA,0.1364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-04
"icr054202",85.0767,3.5345,NA,1.7376,NA,NA,4.2417,NA,3.2735,NA,2.1359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-04
"icr054220",63.1996,5.3906,4.7034,1.0918,NA,2.3676,8.0201,NA,NA,NA,0.8882,NA,NA,7.6191,NA,NA,NA,NA,NA,NA,NA,5.1009,1.6187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"icr054221",72.3658,5.2473,4.4785,0.9561,NA,2.6583,7.9973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1e-04
"icr054238",60.2335,7.2428,6.7489,1.1072,0.6391,1.3876,5.9575,NA,NA,NA,NA,4.2229,NA,NA,NA,NA,1.1411,2.4445,NA,NA,NA,7.6047,1.2694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e-04
"icr054239",46.8577,12.9296,7.8296,1.5384,0.7146,1.7029,4.3529,NA,5.3845,NA,NA,2.4684,1.9222,NA,NA,NA,1.0006,2.1153,NA,NA,NA,9.6144,NA,NA,NA,0.7089,NA,NA,0.238,NA,NA,0.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001
"icr054258",64.9187,6.2621,4.5797,1.5854,0.8201,NA,6.555,NA,3.4214,NA,NA,2.5025,NA,NA,1.1718,NA,0.9181,2.0542,NA,NA,NA,3.4173,1.612,NA,NA,NA,NA,NA,0.181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e-04
"icr054259",49.7407,11.1066,7.078,1.3692,0.5906,1.4024,3.3887,NA,4.0539,NA,1.2768,6.1822,2.2854,NA,NA,NA,0.9148,1.839,NA,NA,NA,8.5346,NA,NA,NA,NA,NA,NA,0.2361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9e-04
"icr054277",74.4009,4.165,4.2479,1.7151,NA,2.0438,1.9158,NA,1.1605,NA,NA,1.0651,NA,6.3292,NA,NA,NA,NA,NA,NA,NA,2.9571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5e-04
"icr054278",77.2143,3.7905,4.8877,1.8232,NA,1.9979,1.4952,NA,1.2312,NA,NA,NA,NA,3.884,NA,NA,NA,NA,NA,NA,NA,3.5543,NA,NA,NA,NA,NA,NA,0.1223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5e-04
"icr054293",24.1241,18.927,NA,2.8169,NA,5.0076,15.9555,NA,NA,NA,NA,NA,4.7201,28.2756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"icr054294",46.4945,14.8256,NA,3.9179,NA,1.9011,10.9885,NA,NA,NA,NA,NA,3.5485,18.3239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"icr054313",46.9198,14.1174,NA,3.6576,NA,2.1976,9.3301,NA,NA,NA,NA,NA,4.4513,19.1038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"icr054314",59.2673,8.3513,6.1187,2.079,0.503,1.7553,5.3663,NA,1.3826,NA,NA,4.4539,2.1643,NA,NA,NA,NA,1.3871,NA,NA,NA,5.5048,1.3872,NA,NA,NA,NA,NA,0.2785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e-04
"icr054360",59.927,13.5713,3.7919,2.0719,NA,2.0182,5.9902,NA,3.3564,NA,1.4083,NA,NA,7.8648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2e-04
"icr054361",73.581,9.0044,2.4169,2.0197,NA,1.438,4.2593,NA,1.8239,NA,NA,NA,NA,5.4571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3e-04
"icr054387",60.6853,19.6312,4.5059,1.6504,NA,NA,4.451,NA,2.8679,NA,3.2946,NA,2.1481,NA,NA,NA,NA,0.5396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e-04
"icr054388",36.5899,35.8083,8.1827,1.3445,NA,NA,2.1711,NA,5.423,NA,4.0291,NA,3.4808,NA,NA,NA,NA,0.8884,NA,NA,1.7794,NA,NA,NA,NA,NA,NA,NA,0.3019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001
"icr054410",57.1178,17.3971,4.0089,4.337,NA,NA,9.5185,NA,3.8899,NA,2.9497,NA,NA,NA,NA,NA,NA,0.5932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-04
"icr054411",52.1549,20.7519,5.8855,4.2114,0.756,NA,8.1746,NA,4.6819,NA,2.7145,NA,NA,NA,NA,NA,NA,0.5372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-04
"icr054418",55.6496,18.5786,6.1086,2.4069,0.8572,NA,7.9936,NA,2.2868,NA,3.3925,1.6714,NA,NA,NA,NA,NA,0.8272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e-04
"icr054419",54.1817,19.46,6.2358,2.2891,0.8159,NA,5.3158,NA,1.2418,NA,3.4028,2.7719,2.9415,NA,NA,NA,NA,1.0619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e-04
"icr054437",10.564,3.2829,26.5355,1.7913,2.8482,NA,NA,10.8812,1.2302,0.3539,NA,6.5353,2.0316,NA,2.9103,NA,1.7572,9.949,6.9712,NA,5.8088,NA,NA,NA,NA,2.6474,NA,NA,0.6927,1.5422,NA,1.0455,NA,NA,NA,NA,NA,NA,0.611,NA,NA,NA,0.0105
"icr054438",14.2619,4.5415,27.7707,1.185,2.401,NA,NA,12.9215,NA,NA,NA,5.7877,NA,NA,3.1047,NA,1.4236,10.1271,4.4394,NA,5.3319,NA,NA,NA,NA,2.7451,0.3823,NA,0.6067,1.0534,NA,0.9455,NA,NA,0.5845,NA,NA,NA,0.3763,NA,NA,NA,0.0101
"icr054515",27.9936,25.3539,8.1381,0.8684,0.7566,2.5128,8.8545,3.5862,10.3836,NA,3.897,NA,2.548,NA,NA,NA,NA,1.0088,1.4262,NA,NA,NA,NA,NA,NA,0.6958,0.7499,NA,0.7945,NA,0.4311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0012
"icr054516",25.8162,8.4054,12.8871,1.2436,1.3942,3.6412,10.2177,8.7093,2.8314,0.5587,1.4478,4.0134,3.6376,NA,NA,NA,1.5387,4.851,3.5866,NA,1.7229,NA,NA,NA,NA,1.2154,0.3131,NA,0.4689,NA,0.4559,0.571,NA,NA,NA,NA,NA,NA,0.469,NA,NA,NA,0.0039
"icr054550",62.3899,9.631,4.3848,1.1681,NA,2.4283,9.3911,NA,2.8631,NA,4.035,NA,2.2006,NA,NA,NA,NA,0.695,NA,NA,NA,NA,NA,NA,NA,NA,0.4704,NA,0.3422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-04
"icr054551",47.9161,13.2482,10.1956,NA,NA,3.278,4.6816,2.0295,7.5284,NA,2.7139,NA,3.5614,NA,NA,NA,NA,1.0849,1.9051,NA,NA,NA,NA,NA,NA,0.6604,0.8385,NA,0.3571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0013
"icr054564",23.2399,13.0697,18.7447,NA,0.8917,1.6235,6.8929,4.7904,NA,NA,1.4646,4.1475,4.3756,NA,1.2448,NA,1.507,5.5036,5.8096,NA,2.9987,NA,NA,NA,NA,1.2087,0.4975,NA,0.4608,NA,0.5794,0.9444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005
"icr054565",21.8528,12.1436,19.6154,1.2404,0.8712,1.3335,NA,7.9542,5.6182,NA,NA,4.5693,4.4246,NA,NA,NA,1.4593,6.3028,6.2187,NA,2.2596,NA,NA,NA,NA,1.3809,0.3097,NA,0.3963,NA,0.3533,1.1155,NA,NA,NA,NA,NA,NA,0.5746,NA,NA,NA,0.0062
"icr054641",56.3532,12.6887,6.3134,NA,0.6171,2.002,7.8034,NA,NA,NA,2.9764,3.7447,2.4722,NA,NA,NA,NA,1.1907,2.2174,NA,NA,NA,NA,NA,NA,0.5649,0.7219,NA,0.3327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0013
"icr054642",24.4535,6.4389,17.4449,0.7037,1.5102,1.165,9.3889,7.3834,NA,NA,NA,4.6074,2.2769,NA,1.2313,NA,1.3678,3.325,11.1069,NA,2.8243,NA,NA,NA,NA,1.7573,0.322,NA,0.4887,NA,0.5154,1.1609,NA,NA,NA,NA,NA,NA,0.5229,NA,NA,NA,0.0046
"icr054697",46.7803,13.8212,7.003,1.1014,0.7598,2.0854,10.5535,NA,5.251,NA,2.7947,2.847,2.2513,NA,NA,NA,NA,1.1134,1.9746,NA,NA,NA,NA,NA,NA,0.5412,0.7051,NA,0.4159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0011
"icr054698",56.0656,8.1594,7.4162,NA,0.653,2.5487,6.2241,3.6018,NA,0.3866,3.2715,2.7028,3.0681,NA,NA,NA,NA,0.955,1.6832,NA,1.3712,NA,NA,NA,NA,0.6477,0.8143,NA,0.4298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0011
"icr056500",26.6546,1.0511,2.7641,9.8354,6.4698,NA,NA,NA,18.7885,NA,NA,NA,NA,NA,NA,0.9794,1.073,NA,NA,NA,NA,NA,11.1659,NA,NA,0.479,NA,NA,NA,NA,NA,NA,0.8371,2.1114,NA,8.5182,9.2713,NA,NA,NA,NA,NA,0.0013
